,고객ID,가입날짜,최초거래날짜,최근거래날짜,구매횟수,구매제품수,구매원가,할인가,배송료,총결제금액,평균결제금액,평균할인차액,평균할인비율,구매제품평균금액,Cluster
1153,USER_1153,372,351,171,14,51,2534.69,2442.96,109.5,2552.46,182.32,-6.55,0.04,47.9,Need Attention
1154,USER_1154,477,17,17,8,19,1388.95,1284.56,57.99,1342.55,167.82,-13.05,0.08,67.61,About to Sleep
1155,USER_1155,729,62,62,6,22,363.0,348.14,36.0,384.14,64.02,-2.48,0.04,15.82,Sleep
1156,USER_1156,1464,253,253,5,11,1175.47,1121.32,36.99,1158.31,231.66,-10.83,0.05,101.94,About to Sleep
1157,USER_1157,953,67,66,11,58,428.67,418.92,66.0,484.92,44.08,-0.89,0.02,7.22,Sleep
1158,USER_1158,624,239,179,39,552,5778.71,5608.889999999999,478.31,6087.2,156.08,-4.35,0.03,10.16,Newcomer
1159,USER_1159,771,177,177,2,2,102.94,94.25,12.0,106.25,53.12,-4.34,0.08,47.12,Sleep
1160,USER_1160,1128,288,70,20,111,3053.85,2844.86,226.84,3071.7000000000003,153.58,-10.45,0.07,25.63,Need Attention
1161,USER_1161,1135,89,66,8,97,1923.31,1850.01,98.74,1948.75,243.59,-9.16,0.04,19.07,Need Attention
1162,USER_1162,1135,147,132,5,18,732.9,720.32,36.99,757.3100000000001,151.46,-2.52,0.02,40.02,About to Sleep
1163,USER_1163,1065,258,100,29,158,6330.7300000000005,5923.66,235.47,6159.13,212.38,-14.04,0.07,37.49,Newcomer
1164,USER_1164,1163,2,2,27,64,5404.94,4883.29,173.5,5056.79,187.29,-19.32,0.1,76.3,Newcomer
1165,USER_1165,624,146,146,11,119,2848.6,2596.83,93.83,2690.66,244.61,-22.89,0.09,21.82,Need Attention
1166,USER_1166,1492,63,63,7,135,1931.44,1883.77,42.0,1925.77,275.11,-6.81,0.02,13.95,Need Attention
1167,USER_1167,1023,242,241,28,328,7043.33,6734.12,232.61,6966.7300000000005,248.81,-11.04,0.04,20.53,VIP
1168,USER_1168,1499,145,145,6,157,1019.17,1001.05,52.17,1053.22,175.54,-3.02,0.02,6.38,About to Sleep
1169,USER_1169,1429,335,335,6,14,1559.55,1483.08,46.28,1529.36,254.89,-12.75,0.05,105.93,About to Sleep
1170,USER_1170,183,200,200,6,210,2061.17,1839.14,137.56,1976.7,329.45,-37.0,0.11,8.76,Need Attention
1171,USER_1171,729,28,28,8,49,942.26,761.35,51.5,812.85,101.61,-22.61,0.22,15.54,About to Sleep
1172,USER_1172,547,218,217,16,26,2261.03,2096.9300000000003,112.68,2209.61,138.1,-10.26,0.07,80.65,Need Attention
1173,USER_1173,988,229,229,8,164,2104.15,2037.73,48.0,2085.73,260.72,-8.3,0.03,12.43,Need Attention
1174,USER_1174,1135,47,46,32,202,6525.62,6041.120000000001,198.91,6240.030000000001,195.0,-15.14,0.08,29.91,VIP
1175,USER_1175,1492,359,359,2,3,361.28,361.28,13.0,374.28,187.14,0.0,0.0,120.43,Sleep
1176,USER_1176,295,238,42,27,192,3614.09,3429.73,224.32,3654.05,135.34,-6.83,0.05,17.86,Newcomer
1177,USER_1177,1317,203,203,19,359,4151.88,3815.5,164.19,3979.69,209.46,-17.7,0.08,10.63,Newcomer
1178,USER_1178,400,292,291,36,401,8023.400000000001,7482.05,480.76,7962.81,221.19,-15.04,0.07,18.66,VIP
1179,USER_1179,624,222,221,13,141,1550.19,1458.5,98.96,1557.46,119.8,-7.05,0.06,10.34,About to Sleep
1180,USER_1180,589,328,259,44,966,10110.42,9645.24,626.8199999999999,10272.06,233.46,-10.57,0.05,9.98,VVIP
1181,USER_1181,911,179,179,3,3,381.7000000000001,381.7000000000001,18.0,399.7000000000001,133.23,0.0,0.0,127.23,Sleep
1182,USER_1182,911,315,173,25,385,5180.57,4890.05,162.49,5052.54,202.1,-11.62,0.06,12.7,Newcomer
1183,USER_1183,764,272,51,20,134,3944.7,3707.15,123.5,3830.65,191.53,-11.88,0.06,27.67,Newcomer
1184,USER_1184,876,204,13,15,46,1995.48,1748.15,126.45,1874.6,124.97,-16.49,0.13,38.0,Need Attention
1185,USER_1185,988,290,143,59,231,8088.75,7219.0,543.82,7762.82,131.57,-14.74,0.11,31.25,VIP
1186,USER_1186,624,245,34,38,190,8214.36,7761.72,311.95,8073.67,212.46,-11.91,0.06,40.85,VIP
1187,USER_1187,372,292,18,27,905,8509.79,8312.51,342.57,8655.08,320.56,-7.31,0.02,9.19,VIP
1188,USER_1188,736,10,10,13,175,2503.27,2386.6,93.08,2479.68,190.74,-8.97,0.05,13.64,Need Attention
1189,USER_1189,624,302,302,3,14,275.97,275.97,19.5,295.47,98.49,0.0,0.0,19.71,Sleep
1190,USER_1190,1317,339,26,25,68,4338.07,4088.25,161.0,4249.25,169.97,-9.99,0.06,60.12,Newcomer
1191,USER_1191,911,210,20,39,101,6796.650000000001,6057.42,260.96,6318.38,162.01,-18.95,0.12,59.97,VIP
1192,USER_1192,183,230,97,36,461,7161.54,6275.56,388.75,6664.31,185.12,-24.61,0.13,13.61,VIP
1193,USER_1193,365,343,343,7,14,2015.42,1981.6,45.5,2027.1,289.59,-4.83,0.02,141.54,Need Attention
1194,USER_1194,876,241,70,15,254,2610.4,2468.88,121.57,2590.4500000000003,172.7,-9.43,0.05,9.72,Need Attention
1195,USER_1195,659,328,89,51,280,10219.37,9718.87,463.42,10182.29,199.65,-9.81,0.05,34.71,VVIP
1196,USER_1196,876,172,35,14,26,2887.9,2636.02,90.0,2726.02,194.72,-17.99,0.09,101.39,Need Attention
1197,USER_1197,337,325,88,36,107,6395.97,5922.62,301.13,6223.75,172.88,-13.15,0.08,55.35,VIP
1198,USER_1198,1464,243,243,22,277,2136.84,2010.12,133.0,2143.12,97.41,-5.76,0.06,7.26,Need Attention
1199,USER_1199,1352,31,31,7,20,1032.15,941.87,50.98,992.85,141.84,-12.9,0.09,47.09,About to Sleep
1200,USER_1200,295,297,296,32,152,5820.12,5533.58,307.85,5841.43,182.54,-8.95,0.05,36.41,Newcomer
1201,USER_1201,736,271,271,1,3,10.53,10.35,6.5,16.85,16.85,-0.18,0.01,3.45,Sleep
1202,USER_1202,988,90,90,29,231,4556.28,4396.79,216.44,4613.23,159.08,-5.5,0.03,19.03,Newcomer
1203,USER_1203,1163,150,149,49,322,6933.75,6556.44,322.97,6879.41,140.4,-7.7,0.05,20.36,VIP
1204,USER_1204,1429,345,286,9,126,2040.44,1906.07,98.8,2004.87,222.76,-14.93,0.07,15.13,Need Attention
1205,USER_1205,113,197,112,5,53,1442.54,1354.1,50.84,1404.94,280.99,-17.69,0.06,25.55,About to Sleep
1206,USER_1206,435,8,8,1,1,133.43,133.43,6.5,139.93,139.93,0.0,0.0,133.43,Sleep
1207,USER_1207,512,228,5,15,50,2435.23,2223.23,106.9,2330.13,155.34,-14.13,0.09,44.46,Need Attention
1208,USER_1208,1205,230,230,21,86,2856.51,2764.42,142.71,2907.13,138.43,-4.39,0.03,32.14,Need Attention
1209,USER_1209,337,173,59,5,9,175.75,156.04,30.0,186.04,37.21,-3.94,0.11,17.34,Sleep
1210,USER_1210,547,257,257,1,1,22.64,22.64,6.0,28.64,28.64,0.0,0.0,22.64,Sleep
1211,USER_1211,225,55,55,19,31,4170.39,3896.17,131.18,4027.35,211.97,-14.43,0.07,125.68,Newcomer
1212,USER_1212,729,35,28,15,71,3593.65,3265.46,172.16,3437.62,229.17,-21.88,0.1,45.99,Need Attention
1213,USER_1213,372,189,6,51,358,8739.32,7974.39,522.6,8496.99,166.61,-15.0,0.09,22.27,VIP
1214,USER_1214,1240,289,289,11,116,1613.8,1566.67,166.55,1733.22,157.57,-4.28,0.03,13.51,Need Attention
1215,USER_1215,1492,274,132,7,632,1799.4700000000005,1530.0,49.99,1579.9900000000002,225.71,-38.5,0.17,2.42,Need Attention
1216,USER_1216,337,41,41,9,31,2768.35,2704.53,93.28,2797.81,310.87,-7.09,0.02,87.24,Need Attention
1217,USER_1217,295,12,12,7,15,1784.64,1512.96,51.99,1564.95,223.56,-38.81,0.17,100.86,Need Attention
1218,USER_1218,1387,18,17,139,1448,39362.19,35347.31,1261.72,36609.03,263.37,-28.88,0.11,24.41,VVIP
1219,USER_1219,1240,231,130,56,422,7338.610000000001,7003.4800000000005,419.47,7422.95,132.55,-5.98,0.05,16.6,VIP
1220,USER_1220,701,258,258,1,8,26.44,26.44,6.0,32.44,32.44,0.0,0.0,3.3,Sleep
1221,USER_1221,1093,269,174,61,502,11077.65,10802.69,515.86,11318.55,185.55,-4.51,0.02,21.52,VVIP
1222,USER_1222,400,274,273,65,768,12073.33,11673.93,650.32,12324.25,189.6,-6.14,0.03,15.2,VVIP
1223,USER_1223,1023,180,180,8,117,1140.01,1112.5,63.65,1176.15,147.02,-3.44,0.02,9.51,About to Sleep
1224,USER_1224,365,355,210,21,185,3474.43,3342.3,159.97,3502.27,166.77,-6.29,0.04,18.07,Need Attention
1225,USER_1225,295,27,27,14,21,2064.47,1940.84,104.18,2045.02,146.07,-8.83,0.06,92.42,Need Attention
1226,USER_1226,225,183,182,26,59,5215.22,5043.91,172.69,5216.6,200.64,-6.59,0.03,85.49,Newcomer
1227,USER_1227,1464,16,16,6,14,1007.01,832.79,39.0,871.79,145.3,-29.04,0.2,59.48,About to Sleep
1228,USER_1228,1205,129,93,16,68,1997.09,1817.73,133.98,1951.71,121.98,-11.21,0.09,26.73,Need Attention
1229,USER_1229,407,136,136,29,770,4687.53,4317.55,305.38,4622.93,159.41,-12.76,0.08,5.61,Newcomer
1230,USER_1230,295,158,66,22,73,2945.44,2841.78,174.46,3016.24,137.1,-4.71,0.03,38.93,Need Attention
1231,USER_1231,729,227,227,4,15,1429.84,1244.6,30.99,1275.59,318.9,-46.31,0.15,82.97,About to Sleep
1232,USER_1232,148,240,59,39,259,9272.96,8696.66,247.47,8944.130000000001,229.34,-14.78,0.06,33.58,VIP
1233,USER_1233,407,34,34,9,46,2256.1,2024.38,63.48,2087.86,231.98,-25.75,0.11,44.01,Need Attention
1234,USER_1234,701,227,29,25,109,4545.24,3981.39,162.49,4143.88,165.76,-22.55,0.14,36.53,Newcomer
1235,USER_1235,1100,23,23,5,18,513.35,460.97,75.5,536.47,107.29,-10.48,0.1,25.61,Sleep
1236,USER_1236,1100,360,186,28,133,4429.52,4222.2,204.86,4427.06,158.11,-7.4,0.05,31.75,Newcomer
1237,USER_1237,547,344,10,14,28,3003.53,2789.51,103.98,2893.49,206.68,-15.29,0.07,99.63,Need Attention
1238,USER_1238,71,166,29,14,138,2738.29,2733.81,195.32,2929.13,209.22,-0.32,0.0,19.81,Need Attention
1239,USER_1239,225,193,4,34,98,8157.21,7373.31,256.45,7629.76,224.4,-23.06,0.1,75.24,VIP
1240,USER_1240,400,335,335,2,3,26.51,26.51,13.0,39.510000000000005,19.76,0.0,0.0,8.84,Sleep
1241,USER_1241,1429,172,172,17,305,7465.0,7370.39,116.99,7487.38,440.43,-5.57,0.01,24.17,VIP
1242,USER_1242,1128,311,121,13,214,2157.44,1964.54,186.77,2151.31,165.49,-14.84,0.09,9.18,Need Attention
1243,USER_1243,407,216,45,33,101,4834.54,4614.43,217.85,4832.28,146.43,-6.67,0.05,45.69,Newcomer
1244,USER_1244,113,279,126,47,573,7516.29,6793.87,445.32,7239.19,154.03,-15.37,0.1,11.86,VIP
1245,USER_1245,512,263,263,2,16,178.42,161.79999999999998,21.37,183.17,91.58,-8.31,0.09,10.11,Sleep
1246,USER_1246,624,338,193,14,79,2144.81,1813.08,185.71,1998.79,142.77,-23.69,0.17,22.95,Need Attention
1247,USER_1247,799,96,96,7,45,1122.22,1049.69,62.38,1112.07,158.87,-10.36,0.07,23.33,About to Sleep
1248,USER_1248,1457,283,103,18,54,2318.63,1969.59,152.81,2122.4,117.91,-19.39,0.16,36.47,Need Attention
1249,USER_1249,624,364,364,5,8,605.0500000000001,605.0500000000001,32.5,637.5500000000001,127.51,0.0,0.0,75.63,Sleep
1250,USER_1250,435,303,137,20,89,2489.68,2336.29,128.49,2464.78,123.24,-7.67,0.06,26.25,Need Attention
1251,USER_1251,1093,261,261,3,10,1419.0,1352.4499999999998,18.0,1370.4499999999998,456.82,-22.18,0.05,135.24,About to Sleep
1252,USER_1252,260,37,37,26,164,7274.07,6829.280000000001,186.99,7016.27,269.86,-17.11,0.06,41.64,VIP
1253,USER_1253,1100,257,257,1,7,258.95,233.06,16.47,249.53,249.53,-25.89,0.1,33.29,Sleep
1254,USER_1254,1317,19,19,3,9,876.7,870.28,32.480000000000004,902.76,300.92,-2.14,0.01,96.7,About to Sleep
1255,USER_1255,729,211,210,38,886,7484.09,6748.03,333.12,7081.15,186.35,-19.37,0.1,7.62,VIP
1256,USER_1256,547,288,137,23,267,2865.06,2617.17,207.47,2824.64,122.81,-10.78,0.09,9.8,Need Attention
1257,USER_1257,477,211,211,7,13,1149.27,1054.85,48.99,1103.84,157.69,-13.49,0.09,81.14,About to Sleep
1258,USER_1258,1100,257,257,7,71,898.5,878.78,55.99,934.77,133.54,-2.82,0.02,12.38,About to Sleep
1259,USER_1259,1499,167,12,5,10,898.49,775.47,30.5,805.97,161.19,-24.6,0.15,77.55,About to Sleep
1260,USER_1260,1135,351,67,6,12,533.32,524.21,49.47,573.6800000000001,95.61,-1.52,0.02,43.68,Sleep
1261,USER_1261,841,36,36,57,186,11192.94,10627.9,387.98,11015.88,193.26,-9.91,0.05,57.14,VVIP
1262,USER_1262,1457,288,288,6,14,987.54,958.5,107.5,1066.0,177.67,-4.84,0.03,68.46,About to Sleep
1263,USER_1263,988,286,108,7,21,299.8,253.84,60.69,314.53,44.93,-6.57,0.15,12.09,Sleep
1264,USER_1264,260,203,203,4,11,293.11,271.24,24.0,295.24,73.81,-5.47,0.07,24.66,Sleep
1265,USER_1265,337,92,92,14,42,2353.55,2302.9,78.0,2380.9,170.06,-3.62,0.02,54.83,Need Attention
1266,USER_1266,764,13,12,33,57,6216.4,5574.9,320.24,5895.14,178.64,-19.44,0.11,97.81,Newcomer
1267,USER_1267,764,363,22,106,847,19703.84,18059.83,906.89,18966.72,178.93,-15.51,0.09,21.32,VVIP
1268,USER_1268,1387,67,67,14,106,2906.49,2842.52,92.92,2935.44,209.67,-4.57,0.02,26.82,Need Attention
1269,USER_1269,659,11,10,8,12,1113.3,908.54,52.0,960.54,120.07,-25.59,0.21,75.71,About to Sleep
1270,USER_1270,1464,290,224,9,106,1747.8,1653.49,115.88,1769.37,196.6,-10.48,0.05,15.6,Need Attention
1271,USER_1271,148,229,229,1,97,282.02,245.53,6.0,251.53,251.53,-36.49,0.15,2.53,Sleep
1272,USER_1272,407,209,209,4,14,388.59,367.8,30.99,398.79,99.7,-5.2,0.05,26.27,Sleep
1273,USER_1273,736,263,223,6,19,564.36,563.84,64.16,628.0,104.67,-0.09,0.0,29.68,Sleep
1274,USER_1274,876,255,254,29,249,5865.47,5654.24,194.97,5849.21,201.7,-7.28,0.04,22.71,Newcomer
1275,USER_1275,1128,50,50,2,39,369.14,358.23,12.0,370.23,185.11,-5.45,0.03,9.19,Sleep
1276,USER_1276,1275,341,341,2,2,177.84,160.92999999999998,13.0,173.92999999999998,86.96,-8.46,0.1,80.46,Sleep
1277,USER_1277,1527,363,363,4,10,620.82,586.77,26.0,612.77,153.19,-8.51,0.06,58.68,Sleep
1278,USER_1278,1023,206,206,17,457,2809.32,2686.43,161.76,2848.19,167.54,-7.23,0.04,5.88,Need Attention
1279,USER_1279,1387,335,335,2,162,1290.94,1257.71,13.0,1270.71,635.36,-16.62,0.03,7.76,About to Sleep
1280,USER_1280,841,145,145,23,186,3986.41,3637.78,243.2,3880.98,168.74,-15.16,0.09,19.56,Newcomer
1281,USER_1281,624,20,20,2,4,224.32,157.02,12.5,169.52,84.76,-33.65,0.4,39.26,Sleep
1282,USER_1282,337,340,340,6,107,1419.98,1346.81,119.21,1466.02,244.34,-12.2,0.05,12.59,About to Sleep
1283,USER_1283,1275,134,133,14,40,1945.82,1854.13,84.0,1938.13,138.44,-6.55,0.05,46.35,Need Attention
1284,USER_1284,1492,357,357,2,23,179.82999999999998,174.39,170.01,344.4,172.2,-2.72,0.02,7.58,Sleep
1285,USER_1285,771,256,104,25,312,6778.68,6442.95,260.44,6703.39,268.14,-13.43,0.05,20.65,VIP
1286,USER_1286,953,195,32,26,91,5071.08,4666.05,252.96,4919.01,189.19,-15.58,0.08,51.28,Newcomer
1287,USER_1287,764,341,123,39,105,5623.47,5241.43,329.13,5570.56,142.83,-9.8,0.07,49.92,Newcomer
1288,USER_1288,799,161,161,17,709,3547.02,3393.41,130.44,3523.85,207.29,-9.04,0.04,4.79,Need Attention
1289,USER_1289,764,283,59,42,133,6358.39,5668.53,336.25,6004.78,142.97,-16.43,0.11,42.62,Newcomer
1290,USER_1290,736,172,172,11,35,857.09,839.4,66.0,905.4,82.31,-1.61,0.02,23.98,About to Sleep
1291,USER_1291,1163,299,299,28,338,4925.43,4266.14,333.76,4599.9,164.28,-23.55,0.14,12.62,Newcomer
1292,USER_1292,1240,98,98,56,409,12704.46,11512.52,520.29,12032.81,214.87,-21.28,0.1,28.15,VVIP
1293,USER_1293,876,31,30,19,35,4254.92,3729.63,136.49,3866.12,203.48,-27.65,0.14,106.56,Newcomer
1294,USER_1294,701,116,116,33,442,7235.13,6365.95,317.7,6683.650000000001,202.53,-26.34,0.13,14.4,VIP
1295,USER_1295,799,229,84,104,458,18495.68,16970.32,809.39,17779.71,170.96,-14.67,0.09,37.05,VVIP
1296,USER_1296,225,288,288,1,1,130.9,130.9,6.5,137.4,137.4,0.0,0.0,130.9,Sleep
1297,USER_1297,547,235,235,22,175,2646.6400000000003,2555.76,211.96,2767.7200000000003,125.81,-4.13,0.03,14.6,Need Attention
1298,USER_1298,953,31,31,46,285,6472.41,5652.97,387.41,6040.38,131.31,-17.81,0.14,19.83,Newcomer
1299,USER_1299,764,177,33,12,25,2636.58,2490.26,95.47,2585.73,215.48,-12.19,0.06,99.61,Need Attention
1300,USER_1300,407,212,137,9,16,1339.3000000000002,1197.57,67.99,1265.56,140.62,-15.75,0.11,74.85,About to Sleep
1301,USER_1301,547,203,203,1,1,18.87,13.21,6.0,19.21,19.21,-5.66,0.29,13.21,Sleep
1302,USER_1302,1023,157,157,24,465,4227.78,4159.43,196.92,4356.35,181.51,-2.85,0.02,8.95,Newcomer
1303,USER_1303,1065,354,354,4,9,641.66,627.14,26.0,653.14,163.28,-3.63,0.02,69.68,Sleep
1304,USER_1304,183,88,88,1,1,16.04,14.44,6.0,20.44,20.44,-1.6,0.08,14.44,Sleep
1305,USER_1305,400,258,258,5,91,997.65,986.93,43.370000000000005,1030.3000000000002,206.06,-2.14,0.01,10.85,About to Sleep
1306,USER_1306,71,266,195,5,16,275.16,259.31,32.0,291.31,58.26,-3.17,0.05,16.21,Sleep
1307,USER_1307,1065,337,194,6,239,1741.53,1708.38,37.5,1745.88,290.98,-5.52,0.02,7.15,Need Attention
1308,USER_1308,1100,258,258,1,36,367.4,347.4,6.0,353.4,353.4,-20.0,0.06,9.65,Sleep
1309,USER_1309,1205,14,14,19,55,5275.99,4823.139999999999,168.43,4991.57,262.71,-23.83,0.09,87.69,Newcomer
1310,USER_1310,365,83,82,38,71,8384.47,8046.73,223.41,8270.14,217.64,-8.89,0.04,113.33,VIP
1311,USER_1311,71,303,303,5,14,452.33,417.3,32.5,449.8,89.96,-7.01,0.08,29.81,Sleep
1312,USER_1312,547,285,28,26,267,5606.42,4821.36,255.69,5077.05,195.27,-30.19,0.15,18.06,Newcomer
1313,USER_1313,477,271,271,3,52,1144.72,1081.89,79.00999999999999,1160.9,386.97,-20.94,0.05,20.81,About to Sleep
1314,USER_1314,113,303,70,28,132,3479.19,3308.76,224.64,3533.4,126.19,-6.09,0.05,25.07,Need Attention
1315,USER_1315,1205,294,294,6,182,1171.31,1035.64,93.63,1129.27,188.21,-22.61,0.12,5.69,About to Sleep
1316,USER_1316,1128,341,5,22,143,3694.11,3316.67,164.45,3481.12,158.23,-17.16,0.11,23.19,Need Attention
1317,USER_1317,225,352,112,38,564,7631.8,6937.37,324.62,7261.99,191.1,-18.27,0.1,12.3,VIP
1318,USER_1318,1457,302,194,6,40,552.35,457.68,49.47,507.15,84.52,-15.78,0.19,11.44,Sleep
1319,USER_1319,407,207,207,15,44,3104.73,2855.16,90.5,2945.66,196.38,-16.64,0.08,64.89,Need Attention
1320,USER_1320,71,253,153,4,9,1075.52,993.76,95.7,1089.46,272.36,-20.44,0.08,110.42,About to Sleep
1321,USER_1321,701,257,257,2,3,43.620000000000005,41.38,12.0,53.38,26.69,-1.12,0.04,13.79,Sleep
1322,USER_1322,876,259,259,3,57,624.28,618.78,18.0,636.78,212.26,-1.83,0.01,10.86,Sleep
1323,USER_1323,911,278,278,18,165,2607.33,2379.9700000000003,136.77,2516.74,139.82,-12.63,0.09,14.42,Need Attention
1324,USER_1324,148,150,150,1,3,26.4,23.89,6.5,30.39,30.39,-2.51,0.08,7.96,Sleep
1325,USER_1325,1387,103,103,16,492,3373.3,2906.67,109.98,3016.65,188.54,-29.16,0.15,5.91,Need Attention
1326,USER_1326,225,88,88,6,12,563.67,523.3199999999999,36.0,559.3199999999999,93.22,-6.73,0.07,43.61,Sleep
1327,USER_1327,876,287,287,1,1,57.81,57.81,6.5,64.31,64.31,0.0,0.0,57.81,Sleep
1328,USER_1328,365,275,59,49,146,6265.22,5606.58,402.32,6008.9,122.63,-13.44,0.11,38.4,Newcomer
1329,USER_1329,953,111,70,6,286,1358.1699999999998,1207.02,36.0,1243.02,207.17,-25.19,0.12,4.22,About to Sleep
1330,USER_1330,295,349,349,11,127,2032.42,1940.0,106.3,2046.3,186.03,-8.4,0.05,15.28,Need Attention
1331,USER_1331,1492,287,63,28,163,7398.320000000001,7050.88,274.28,7325.16,261.61,-12.41,0.05,43.26,VIP
1332,USER_1332,260,215,138,2,177,750.5,642.93,22.86,665.79,332.9,-53.79,0.16,3.63,Sleep
1333,USER_1333,1135,137,137,8,108,1174.78,1133.8,108.07,1241.87,155.23,-5.12,0.03,10.5,About to Sleep
1334,USER_1334,1317,197,93,17,93,2578.54,2484.8900000000003,116.0,2600.8900000000003,152.99,-5.51,0.04,26.72,Need Attention
1335,USER_1335,1163,203,203,1,2,173.8,173.8,6.0,179.8,179.8,0.0,0.0,86.9,Sleep
1336,USER_1336,1429,336,48,56,538,8668.89,8322.28,621.06,8943.34,159.7,-6.19,0.04,15.47,VIP
1337,USER_1337,1429,353,353,7,14,960.3300000000002,909.6,74.96000000000001,984.56,140.65,-7.25,0.05,64.97,About to Sleep
1338,USER_1338,1023,87,87,23,269,4373.16,4202.28,244.86,4447.14,193.35,-7.43,0.04,15.62,Newcomer
1339,USER_1339,1065,95,95,9,29,2297.4500000000003,1796.89,81.97,1878.86,208.76,-55.62,0.27,61.96,Need Attention
1340,USER_1340,337,60,60,10,180,2322.71,2235.17,60.0,2295.17,229.52,-8.75,0.04,12.42,Need Attention
1341,USER_1341,295,331,96,41,113,7637.67,7240.92,294.33,7535.25,183.79,-9.68,0.05,64.08,VIP
1342,USER_1342,1100,252,190,15,46,2122.31,1982.6,96.48,2079.08,138.61,-9.31,0.07,43.1,Need Attention
1343,USER_1343,183,319,39,46,108,10662.73,9956.53,326.67,10283.2,223.55,-15.35,0.07,92.19,VVIP
1344,USER_1344,435,230,79,60,458,10096.99,9631.11,486.0,10117.11,168.62,-7.76,0.05,21.03,VVIP
1345,USER_1345,365,144,144,7,76,525.5,512.04,147.76,659.8,94.26,-1.92,0.02,6.74,Sleep
1346,USER_1346,400,342,342,5,39,699.5,696.2900000000001,166.2,862.49,172.5,-0.64,0.0,17.85,About to Sleep
1347,USER_1347,729,364,331,3,178,918.91,837.33,19.5,856.83,285.61,-27.19,0.1,4.7,About to Sleep
1348,USER_1348,1135,140,21,76,428,14559.39,13594.35,590.46,14184.81,186.64,-12.7,0.07,31.76,VVIP
1349,USER_1349,659,290,289,11,42,1364.45,1234.91,241.93,1476.84,134.26,-11.78,0.09,29.4,About to Sleep
1350,USER_1350,911,258,258,2,96,2167.92,2058.36,12.0,2070.36,1035.18,-54.78,0.05,21.44,Need Attention
1351,USER_1351,400,329,238,4,16,858.5500000000001,837.9300000000001,121.79,959.72,239.93,-5.16,0.02,52.37,About to Sleep
1352,USER_1352,1135,203,203,1,61,422.9,348.95,12.99,361.94,361.94,-73.95,0.2,5.72,Sleep
1353,USER_1353,1023,253,250,51,403,8101.11,7963.14,369.48,8332.62,163.38,-2.71,0.02,19.76,VIP
1354,USER_1354,435,339,256,16,96,3621.47,3454.41,200.23,3654.64,228.42,-10.44,0.05,35.98,Newcomer
1355,USER_1355,701,355,18,263,2626,51224.63,47771.7,2338.47,50110.17,190.53,-13.13,0.07,18.19,VVIP
1356,USER_1356,764,193,17,5,31,191.08,182.52,40.22,222.74,44.55,-1.71,0.04,5.89,Sleep
1357,USER_1357,295,140,140,2,24,1559.12,1391.79,18.99,1410.78,705.39,-83.66,0.12,57.99,About to Sleep
1358,USER_1358,365,365,340,177,1133,38520.24,37377.56,1749.28,39126.84,221.06,-6.46,0.03,32.99,VVIP
1359,USER_1359,400,349,349,9,45,1551.98,1538.44,82.0,1620.44,180.05,-1.5,0.01,34.19,Need Attention
1360,USER_1360,1499,264,195,4,7,597.7,500.13,37.99,538.12,134.53,-24.39,0.18,71.45,Sleep
1361,USER_1361,1100,313,83,28,893,5037.27,4571.74,321.22,4892.96,174.75,-16.63,0.1,5.12,Newcomer
1362,USER_1362,1492,298,298,30,109,3622.15,3235.79,288.94,3524.73,117.49,-12.88,0.11,29.69,Need Attention
1363,USER_1363,1128,80,80,6,12,947.27,925.38,49.99,975.37,162.56,-3.65,0.02,77.11,About to Sleep
1364,USER_1364,547,96,96,8,13,1127.4,957.28,48.0,1005.28,125.66,-21.27,0.17,73.64,About to Sleep
1365,USER_1365,1527,312,21,23,53,4318.2,4021.26,148.45,4169.71,181.29,-12.91,0.07,75.87,Newcomer
1366,USER_1366,365,245,187,23,213,5349.95,5079.29,221.38,5300.67,230.46,-11.77,0.05,23.85,Newcomer
1367,USER_1367,1527,288,288,6,17,665.6700000000001,548.05,147.51,695.56,115.93,-19.6,0.17,32.24,Sleep
1368,USER_1368,1240,280,280,1,1,23.59,23.59,30.0,53.59,53.59,0.0,0.0,23.59,Sleep
1369,USER_1369,799,354,354,4,41,1179.46,1115.61,55.46,1171.07,292.77,-15.96,0.05,27.21,About to Sleep
1370,USER_1370,365,252,252,10,46,2026.19,1907.91,69.61,1977.52,197.75,-11.83,0.06,41.48,Need Attention
1371,USER_1371,1128,333,27,54,241,9807.32,8912.59,417.65,9330.24,172.78,-16.57,0.1,36.98,VIP
1372,USER_1372,1128,188,62,7,67,946.46,902.85,64.14,966.99,138.14,-6.23,0.05,13.48,About to Sleep
1373,USER_1373,1240,88,88,9,15,1175.23,1095.03,54.5,1149.53,127.73,-8.91,0.07,73.0,About to Sleep
1374,USER_1374,841,228,91,40,431,8105.88,7697.62,324.67,8022.29,200.56,-10.21,0.05,17.86,VIP
1375,USER_1375,1128,269,32,56,284,11224.9,10487.72,383.47,10871.19,194.13,-13.16,0.07,36.93,VVIP
1376,USER_1376,624,360,281,33,208,6061.14,5714.77,281.65,5996.42,181.71,-10.5,0.06,27.47,Newcomer
1377,USER_1377,1317,357,171,10,42,1770.87,1715.95,108.74,1824.69,182.47,-5.49,0.03,40.86,Need Attention
1378,USER_1378,477,362,362,32,192,5893.37,5804.77,250.08,6054.85,189.21,-2.77,0.01,30.23,Newcomer
1379,USER_1379,260,251,19,19,153,1872.17,1747.4,247.35,1994.75,104.99,-6.57,0.06,11.42,Need Attention
